City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Oranjemund,NA,2021-11-07 01:07:56,-28.55,16.4333,58.21,83,62,13.87
293,Cockburn Town,TC,2021-11-07 01:07:56,21.4612,-71.1419,83.14,77,85,14.79
294,Imbituba,BR,2021-11-07 01:07:56,-28.24,-48.6703,70.83,91,94,4.14
295,Palora,EC,2021-11-07 01:07:57,-1.7,-77.9333,65.73,98,94,2.28
296,Ixtapa,MX,2021-11-07 01:07:44,20.7,-105.2,74.46,90,19,1.54
297,Kiunga,PG,2021-11-07 01:07:58,-6.1219,141.2906,78.98,86,100,0.87
298,Buala,SB,2021-11-07 01:07:58,-8.145,159.5921,86.04,60,2,9.8
299,Kaniama,CD,2021-11-07 01:07:58,-7.5667,24.1833,64.24,85,100,1.41
300,Carnarvon,AU,2021-11-07 01:06:35,-24.8667,113.6333,71.67,64,75,21.85
301,Bria,CF,2021-11-07 01:07:59,6.5423,21.9863,68.38,95,99,3.04
302,Lavrentiya,RU,2021-11-07 01:07:59,65.5833,-171.0,7.86,78,66,4.54
303,Thunder Bay,CA,2021-11-07 01:08:00,48.4001,-89.3168,51.98,79,0,8.48
304,Jinan,CN,2021-11-07 01:06:59,36.6683,116.9972,32.76,95,100,16.42
305,Timra,SE,2021-11-07 01:08:01,62.487,17.3257,31.68,89,10,3.44
306,Yinchuan,CN,2021-11-07 01:05:39,38.4681,106.2731,23.13,37,0,5.23
307,Fez,MA,2021-11-07 01:08:02,34.0372,-4.9998,43.05,81,0,2.3
308,Xianshuigu,CN,2021-11-07 01:08:02,38.985,117.3828,26.6,93,90,26.84
309,Sola,VU,2021-11-07 01:08:03,-13.8833,167.55,81.09,72,82,4.85
310,Astana,KZ,2021-11-07 01:03:17,51.1801,71.446,24.75,58,0,13.42
311,Kerchevskiy,RU,2021-11-07 01:08:03,59.946,56.2884,39.47,91,100,13.87
312,Trairi,BR,2021-11-07 01:05:45,-3.2778,-39.2689,79.47,80,89,9.01
313,Tambacounda,SN,2021-11-07 01:08:04,13.7539,-13.7586,85.1,43,10,5.75
314,Taixing,CN,2021-11-07 01:09:05,32.1667,120.0136,72.97,76,100,13.87
315,Mikkeli,FI,2021-11-07 01:09:05,61.6886,27.2723,35.71,93,90,8.05
316,Krasnoselkup,RU,2021-11-07 01:09:06,65.7,82.4667,32.81,97,100,19.95
317,Batagay-Alyta,RU,2021-11-07 01:09:06,67.8006,130.4114,-9.99,82,100,5.41
318,Edson,CA,2021-11-07 01:09:06,53.5835,-116.4356,31.75,55,100,0.58
319,Shenzhen,CN,2021-11-07 01:09:07,22.5455,114.0683,82.35,82,5,6.2
320,Cidreira,BR,2021-11-07 01:09:07,-30.1811,-50.2056,64.83,69,100,11.72
321,Raga,SS,2021-11-07 01:09:08,8.4596,25.678,72.73,78,97,3.6
322,Youhao,CN,2021-11-07 01:09:08,47.8667,128.8333,23.5,34,100,3.67
323,Aklavik,CA,2021-11-07 01:09:09,68.2191,-135.0107,12.92,97,91,2.53
324,Visnes,NO,2021-11-07 01:09:09,59.3556,5.2242,50.58,81,90,26.46
325,Sinnamary,GF,2021-11-07 01:09:10,5.3833,-52.95,79.02,86,100,7.43
326,Ancud,CL,2021-11-07 01:09:10,-41.8697,-73.8203,51.42,90,7,7.56
327,Lalsk,RU,2021-11-07 01:09:10,60.7415,47.5862,39.49,82,93,10.85
328,Kurumkan,RU,2021-11-07 01:09:11,54.3,110.3,13.77,86,45,2.89
329,Dingle,PH,2021-11-07 01:09:11,10.9995,122.6711,83.62,78,92,11.25
330,Muros,ES,2021-11-07 01:09:12,42.7762,-9.0603,50.99,71,0,12.33
331,Maine-Soroa,NE,2021-11-07 01:09:12,13.2114,12.0241,80.64,17,5,9.33
332,Baykit,RU,2021-11-07 01:09:13,61.67,96.37,22.75,94,100,8.52
333,Gwadar,PK,2021-11-07 01:09:13,25.1216,62.3254,75.76,60,0,2.82
334,Bundaberg,AU,2021-11-07 01:09:13,-24.85,152.35,83.21,62,40,13.0
335,Itarema,BR,2021-11-07 01:09:14,-2.9248,-39.9167,80.04,79,94,13.8
336,Palmer,US,2021-11-07 01:09:14,42.1584,-72.3287,40.39,76,1,0.0
337,Mahanoro,MG,2021-11-07 01:09:15,-19.9,48.8,72.21,92,77,2.51
338,Kununurra,AU,2021-11-07 01:09:15,-15.7667,128.7333,82.38,83,35,5.75
339,Bodden Town,KY,2021-11-07 01:09:15,19.2833,-81.25,77.0,93,75,7.0
340,Morgan City,US,2021-11-07 01:09:16,29.6994,-91.2068,58.01,88,1,8.05
341,Kodinsk,RU,2021-11-07 01:09:16,58.6881,99.1844,22.24,90,98,9.17
342,Olinda,BR,2021-11-07 01:09:17,-8.0089,-34.8553,82.13,74,75,5.75
343,Honiara,SB,2021-11-07 01:05:41,-9.4333,159.95,87.28,62,7,7.45
344,Half Moon Bay,US,2021-11-07 01:09:17,37.4636,-122.4286,63.63,79,20,5.75
345,Sanghar,PK,2021-11-07 01:05:07,26.0466,68.9481,62.67,30,0,2.24
346,Ortega,CO,2021-11-07 01:09:18,3.9361,-75.2217,76.1,80,100,4.74
347,Douglas,US,2021-11-07 01:09:19,41.3,-96.167,60.67,68,1,4.61
348,Dharampur,IN,2021-11-07 01:09:19,20.5333,73.1833,75.94,47,100,4.07
349,Ahipara,NZ,2021-11-07 01:09:19,-35.1667,173.1667,66.36,71,34,3.67
350,Najran,SA,2021-11-07 01:09:20,17.4924,44.1277,60.4,28,58,1.1
351,Angoche,MZ,2021-11-07 01:09:21,-16.2325,39.9086,71.46,93,18,2.28
352,Tuktoyaktuk,CA,2021-11-07 01:09:21,69.4541,-133.0374,9.03,91,12,8.7
353,Husavik,IS,2021-11-07 01:07:26,66.0449,-17.3389,34.93,98,100,7.47
354,Rapid Valley,US,2021-11-07 01:09:22,44.0625,-103.1463,62.15,39,1,1.99
355,Banda Aceh,ID,2021-11-07 01:09:22,5.5577,95.3222,77.29,88,100,1.7
356,Pamplona,ES,2021-11-07 01:09:23,42.8169,-1.6432,44.98,69,40,13.8
357,Bahia Blanca,AR,2021-11-07 01:09:23,-38.7196,-62.2724,58.8,43,98,2.21
358,Mingshui,CN,2021-11-07 01:09:24,36.7167,117.5,35.08,96,100,17.56
359,Yarada,IN,2021-11-07 01:10:24,17.65,83.2667,77.32,83,40,5.75
360,Deputatskiy,RU,2021-11-07 01:06:49,69.3,139.9,-9.56,95,100,6.02
361,Tadine,NC,2021-11-07 01:10:25,-21.55,167.8833,75.15,55,0,8.88
362,West Wendover,US,2021-11-07 01:10:25,40.7391,-114.0733,47.41,66,1,4.61
363,Cuamba,MZ,2021-11-07 01:10:26,-14.8031,36.5372,72.81,49,5,2.93
364,Flin Flon,CA,2021-11-07 01:10:26,54.7682,-101.865,34.95,90,89,4.68
365,Ostrovnoy,RU,2021-11-07 01:10:27,68.0531,39.5131,33.21,91,100,29.84
366,Nokaneng,BW,2021-11-07 01:10:27,-19.6667,22.2667,75.87,50,100,3.51
367,Amuntai,ID,2021-11-07 01:10:28,-2.4177,115.2494,82.6,80,100,2.21
368,Namibe,AO,2021-11-07 01:05:56,-15.1961,12.1522,70.79,79,100,1.79
369,Cayenne,GF,2021-11-07 01:10:28,4.9333,-52.3333,81.09,86,20,1.99
370,Komsomolskiy,UZ,2021-11-07 01:08:26,40.4272,71.7189,33.22,51,0,2.04
371,Linfen,CN,2021-11-07 01:10:29,36.0889,111.5189,33.78,49,86,10.74
372,Tessalit,ML,2021-11-07 01:08:43,20.1986,1.0114,79.23,19,84,6.87
373,Montrose,US,2021-11-07 01:10:30,38.4166,-108.2673,52.14,35,32,9.46
374,Catuday,PH,2021-11-07 01:10:30,16.2923,119.8062,82.63,74,4,7.25
375,Comalcalco,MX,2021-11-07 01:10:30,18.2667,-93.2167,72.95,72,100,8.55
376,Balykshi,KZ,2021-11-07 01:10:31,47.0667,51.8667,26.6,68,0,11.18
377,Mount Gambier,AU,2021-11-07 01:10:31,-37.8333,140.7667,61.36,44,17,5.84
378,Saint Anthony,US,2021-11-07 01:10:32,45.0205,-93.218,58.3,61,1,1.99
379,Kromy,RU,2021-11-07 01:10:32,52.6876,35.7667,43.99,77,100,17.27
380,Marawi,PH,2021-11-07 01:10:33,7.9986,124.2928,74.64,70,95,1.1
381,Villa Del Rosario,CO,2021-11-07 01:10:33,7.8339,-72.4742,79.18,78,40,2.3
382,Ambatofinandrahana,MG,2021-11-07 01:07:20,-20.55,46.8,58.26,94,5,3.22
383,Mitsamiouli,KM,2021-11-07 01:10:34,-11.3847,43.2844,78.82,82,100,7.94
384,Huarmey,PE,2021-11-07 01:07:17,-10.0681,-78.1522,65.66,84,92,9.28
385,Quatre Cocos,MU,2021-11-07 01:10:34,-20.2078,57.7625,73.09,78,20,12.3
386,Meulaboh,ID,2021-11-07 01:10:35,4.1363,96.1285,77.68,89,100,10.33
387,Saravan,AM,2021-11-07 01:10:35,39.7196,45.6483,32.65,58,0,4.36
388,Tuatapere,NZ,2021-11-07 01:10:36,-46.1333,167.6833,65.82,52,100,6.24
389,Isangel,VU,2021-11-07 01:10:36,-19.55,169.2667,78.91,78,75,11.5
390,Mirganj,IN,2021-11-07 01:10:36,28.55,79.2,61.47,58,9,3.04
391,Pangnirtung,CA,2021-11-07 01:06:06,66.1451,-65.7125,12.7,61,12,10.65
392,Chavakkad,IN,2021-11-07 01:10:37,10.5333,76.05,78.17,88,100,3.8
393,Nakhon Ratchasima,TH,2021-11-07 01:10:38,15.0,102.1667,83.79,100,84,1.54
394,Aldan,RU,2021-11-07 01:10:38,58.6031,125.3894,13.75,90,100,9.31
395,San Juan,AR,2021-11-07 01:10:38,-31.5375,-68.5364,66.85,27,0,12.84
396,Apastovo,RU,2021-11-07 01:10:39,55.2029,48.5109,43.11,93,7,9.26
397,Grand Gaube,MU,2021-11-07 01:06:52,-20.0064,57.6608,73.38,80,0,3.0
398,Inongo,CD,2021-11-07 01:10:40,-1.95,18.2667,70.45,95,100,4.16
399,Mazatlan,MX,2021-11-07 01:06:44,23.2167,-106.4167,82.02,86,18,11.01
400,Guarapari,BR,2021-11-07 01:10:40,-20.6667,-40.4975,73.89,81,98,4.7
401,Mayor Pablo Lagerenza,PY,2021-11-07 01:10:41,-19.9309,-60.7718,60.17,71,100,6.17
402,Tecoanapa,MX,2021-11-07 01:10:41,16.5167,-98.75,79.75,78,58,4.81
403,Vuktyl,RU,2021-11-07 01:10:42,63.8567,57.3094,35.85,98,100,10.0
404,Williams Lake,CA,2021-11-07 01:11:42,52.1415,-122.1445,30.22,68,100,1.83
405,La Ronge,CA,2021-11-07 01:11:43,55.1001,-105.2842,37.62,100,90,4.61
406,Dzilam Gonzalez,MX,2021-11-07 01:11:43,21.2833,-88.9333,71.06,79,7,4.09
407,Carinhanha,BR,2021-11-07 01:11:43,-14.3047,-43.765,78.71,64,50,5.1
408,Cairns,AU,2021-11-07 01:08:01,-16.9167,145.7667,92.07,63,21,6.91
409,Venado Tuerto,AR,2021-11-07 01:11:44,-33.7456,-61.9688,60.76,52,100,5.19
410,Itupiranga,BR,2021-11-07 01:11:44,-5.1347,-49.3267,72.72,91,100,2.3
411,Portland,US,2021-11-07 01:10:45,45.5234,-122.6762,46.36,90,90,1.01
412,Winnemucca,US,2021-11-07 01:11:45,40.973,-117.7357,42.85,93,90,0.0
413,Kaspi,GE,2021-11-07 01:11:46,41.9252,44.4257,49.12,87,58,3.56
414,Frunze,UA,2021-11-07 01:11:46,48.6686,38.7544,44.15,79,0,6.93
415,San Cristobal,VE,2021-11-07 01:11:46,7.7669,-72.225,73.58,88,99,1.99
416,Raudeberg,NO,2021-11-07 01:11:47,61.9875,5.1352,43.2,80,100,10.16
417,Praia Da Vitoria,PT,2021-11-07 01:11:47,38.7333,-27.0667,69.76,89,29,23.78
418,North Bend,US,2021-11-07 01:07:39,43.4065,-124.2243,50.14,92,90,5.75
419,Kayerkan,RU,2021-11-07 01:11:48,69.3497,87.7602,20.21,92,100,19.48
420,Luau,AO,2021-11-07 01:11:48,-10.7073,22.2247,65.7,70,100,3.71
421,Teknaf,BD,2021-11-07 01:11:49,20.8624,92.3058,70.9,77,8,6.89
422,Udalguri,IN,2021-11-07 01:11:49,26.7667,92.1333,63.5,76,83,5.17
423,Vallenar,CL,2021-11-07 01:11:50,-28.5708,-70.7581,65.86,44,46,2.17
424,Salta,AR,2021-11-07 01:11:50,-24.7859,-65.4117,62.89,63,99,1.99
425,Bailieborough,IE,2021-11-07 01:11:51,53.9167,-6.9667,45.43,75,100,15.77
426,Gamba,GA,2021-11-07 01:11:51,-2.65,10.0,76.05,90,100,3.47
427,Sunrise Manor,US,2021-11-07 01:11:52,36.2111,-115.0731,81.91,9,1,9.22
428,Luwuk,ID,2021-11-07 01:11:52,-0.9516,122.7875,86.68,67,100,3.09
429,Burnie,AU,2021-11-07 01:11:52,-41.0667,145.9167,62.17,49,22,4.29
430,Charlottesville,US,2021-11-07 01:07:09,38.0293,-78.4767,50.25,70,90,1.01
431,Champerico,GT,2021-11-07 01:11:53,14.3,-91.9167,82.35,78,58,6.35
432,Alghero,IT,2021-11-07 01:11:54,40.5589,8.3181,59.09,77,20,11.5
433,Soller,ES,2021-11-07 01:11:54,39.7662,2.7152,58.86,58,100,7.0
434,Atar,MR,2021-11-07 01:11:54,20.5169,-13.0499,73.87,30,4,7.56
435,Lae,PG,2021-11-07 01:11:55,-6.7221,146.9847,85.82,64,98,6.4
436,Vangaindrano,MG,2021-11-07 01:11:55,-23.35,47.6,69.82,79,97,1.48
437,Ngunguru,NZ,2021-11-07 01:11:56,-35.6167,174.5,64.2,72,0,7.78
438,Muyezerskiy,RU,2021-11-07 01:11:56,63.9333,31.65,33.15,86,100,9.89
439,Novoagansk,RU,2021-11-07 01:11:57,61.9449,76.6625,33.8,94,100,16.15
440,Dicabisagan,PH,2021-11-07 01:11:57,17.0818,122.4157,84.45,72,2,2.48
441,Rusera,IN,2021-11-07 01:11:58,25.75,86.0333,65.82,60,4,2.51
442,Padang,ID,2021-11-07 01:11:58,-0.9492,100.3543,73.45,95,100,2.26
443,Arroyo,ES,2021-11-07 01:11:59,41.6096,-4.7969,41.72,82,0,4.61
444,Hami,CN,2021-11-07 01:11:59,42.8,93.45,24.6,33,0,1.83
445,Lincoln,US,2021-11-07 01:10:29,40.8,-96.667,60.13,73,1,1.01
446,Acandi,CO,2021-11-07 01:12:00,8.5063,-77.2778,76.28,93,93,3.2
447,Ballesteros,PH,2021-11-07 01:12:00,18.4126,121.5152,81.45,79,5,7.87
448,De Aar,ZA,2021-11-07 01:12:01,-30.6497,24.0123,58.26,21,55,1.3
449,Marfino,RU,2021-11-07 01:12:01,55.7028,37.3822,43.88,80,20,24.61
450,Tambovka,RU,2021-11-07 01:13:02,50.0969,128.0489,17.71,41,0,5.41
451,Verkhoyansk,RU,2021-11-07 01:09:02,67.5447,133.385,-15.09,89,25,5.5
452,Gbadolite,CD,2021-11-07 01:13:02,4.2833,21.0167,69.96,94,100,3.36
453,Flinders,AU,2021-11-07 01:08:57,-34.5833,150.8552,74.17,77,99,1.01
454,Coahuayana,MX,2021-11-07 01:08:07,18.7333,-103.6833,78.22,88,100,2.1
455,Siclong,PH,2021-11-07 01:13:04,15.5808,121.2239,85.98,63,20,3.67
456,Rimouski,CA,2021-11-07 01:13:04,48.4488,-68.524,44.28,80,12,15.57
457,Opuwo,NA,2021-11-07 01:13:04,-18.0607,13.84,74.43,28,100,3.24
458,Ulaangom,MN,2021-11-07 01:13:05,49.9811,92.0667,12.72,70,100,2.89
459,Naryan-Mar,RU,2021-11-07 01:13:05,67.6713,53.087,30.76,97,100,12.88
460,Agadez,NE,2021-11-07 01:09:03,19.75,10.25,73.42,15,0,3.53
461,Berezovyy,RU,2021-11-07 01:13:06,51.6667,135.7,23.04,31,0,7.9
462,Maple Creek,CA,2021-11-07 01:13:06,49.9168,-109.4848,40.01,40,100,2.59
463,Cabral,DO,2021-11-07 01:13:07,18.25,-71.2167,76.33,87,15,2.3
464,Ponta Delgada,PT,2021-11-07 01:13:07,37.7333,-25.6667,68.72,73,20,19.57
465,Gizo,SB,2021-11-07 01:13:08,-8.103,156.8419,84.16,71,12,8.01
466,Bandar,ID,2021-11-07 01:13:08,2.05,99.75,78.84,81,95,1.23
467,Marsa Matruh,EG,2021-11-07 01:13:08,31.3525,27.2453,68.85,73,2,6.71
468,Chipinge,ZW,2021-11-07 01:13:09,-20.1883,32.6236,67.19,42,0,3.11
469,Zima,RU,2021-11-07 01:13:09,53.9202,102.0442,21.6,83,100,3.53
470,Vidalia,US,2021-11-07 01:13:10,32.2177,-82.4135,51.8,62,90,10.36
471,Sao Joao Da Barra,BR,2021-11-07 01:13:10,-21.6403,-41.0511,68.9,78,86,5.88
472,Cleveland,US,2021-11-07 01:13:11,41.4995,-81.6954,46.58,60,1,6.91
473,Rayadrug,IN,2021-11-07 01:13:11,14.7,76.8667,69.46,87,99,5.01
474,Segovia,ES,2021-11-07 01:13:12,41.1667,-4.0,37.81,91,62,2.13
475,Havelock,US,2021-11-07 01:13:12,34.8791,-76.9013,58.98,96,90,5.99
476,Igrim,RU,2021-11-07 01:13:12,63.1906,64.4162,37.4,94,100,11.27
477,Rocha,UY,2021-11-07 01:13:13,-34.4833,-54.3333,50.45,87,16,1.34
478,Bambous Virieux,MU,2021-11-07 01:13:13,-20.3428,57.7575,73.22,77,37,11.43
479,Juneau,US,2021-11-07 01:13:14,58.3019,-134.4197,44.22,91,75,0.0
480,Fukue,JP,2021-11-07 01:13:14,32.6881,128.8419,66.87,65,0,11.81
481,Reyes,BO,2021-11-07 01:13:15,-14.3167,-67.3833,66.52,83,100,3.87
482,Dakoro,NE,2021-11-07 01:13:15,14.5106,6.765,79.97,13,76,8.84
483,Union,US,2021-11-07 01:13:15,40.6334,-74.2663,50.95,67,1,0.0
484,Pokaran,IN,2021-11-07 01:13:16,26.9167,71.9167,71.15,27,80,1.25
485,Babu,CN,2021-11-07 01:13:16,24.4167,111.5167,74.1,91,95,2.73
486,Mo I Rana,NO,2021-11-07 01:13:17,66.3128,14.1428,35.33,95,100,1.3
487,Antofagasta,CL,2021-11-07 01:13:17,-23.65,-70.4,61.88,77,45,7.02
488,Camacupa,AO,2021-11-07 01:13:18,-12.0167,17.4833,63.48,70,62,3.38
489,Show Low,US,2021-11-07 01:13:18,34.2542,-110.0298,61.72,30,1,5.75
490,Vanimo,PG,2021-11-07 01:13:18,-2.6741,141.3028,86.74,58,78,4.68
491,Jalu,LY,2021-11-07 01:13:19,29.0331,21.5482,67.89,45,0,5.64
492,Skibbereen,IE,2021-11-07 01:13:19,51.55,-9.2667,48.0,84,52,10.09
493,Los Angeles,US,2021-11-07 01:11:02,34.0522,-118.2437,74.7,81,20,3.44
494,Bac Lieu,VN,2021-11-07 01:13:20,9.285,105.7244,82.9,81,80,11.39
495,Onega,RU,2021-11-07 01:13:20,63.9061,38.1404,35.35,87,100,10.65
496,Maceio,BR,2021-11-07 01:13:21,-9.6658,-35.7353,80.04,94,40,3.44
497,Port-Gentil,GA,2021-11-07 01:13:21,-0.7193,8.7815,78.84,86,100,10.31
498,Bathsheba,BB,2021-11-07 01:14:21,13.2167,-59.5167,81.21,78,40,17.27
499,El Alto,PE,2021-11-07 01:14:22,-4.2714,-81.2147,62.26,86,20,20.98
500,Namatanai,PG,2021-11-07 01:14:22,-3.6667,152.4333,84.51,71,66,8.99
501,Yeniseysk,RU,2021-11-07 01:14:23,58.4497,92.1703,23.56,85,100,11.1
502,Faya,SA,2021-11-07 01:14:23,18.3851,42.4509,52.32,64,0,3.67
503,Carahue,CL,2021-11-07 01:14:24,-38.7,-73.1667,52.0,97,15,3.98
504,Saint-Pierre,RE,2021-11-07 01:14:24,-21.3393,55.4781,69.48,75,0,5.75
505,Barcelona,ES,2021-11-07 01:11:56,41.3888,2.159,52.54,56,0,4.0
506,Rey Bouba,CM,2021-11-07 01:14:25,8.6724,14.1786,78.08,72,74,2.06
507,Aberdeen,GB,2021-11-07 01:11:18,57.1437,-2.0981,46.2,70,8,20.71
508,Petrivka,UA,2021-11-07 01:14:25,46.9695,30.9591,41.45,66,83,6.24
509,Arman,RU,2021-11-07 01:14:26,59.7,150.1667,35.02,92,100,21.09
510,Evensk,RU,2021-11-07 01:14:26,61.95,159.2333,34.36,97,100,16.89
511,Belfast,GB,2021-11-07 01:14:27,54.5833,-5.9333,48.38,76,40,12.66
512,Kangaba,ML,2021-11-07 01:14:27,11.9333,-8.4167,79.39,41,0,1.12
513,Visby,SE,2021-11-07 01:14:28,57.6409,18.296,49.86,93,90,16.11
514,Camocim,BR,2021-11-07 01:14:28,-2.9022,-40.8411,79.7,83,77,11.07
515,Jacareacanga,BR,2021-11-07 01:14:28,-6.2222,-57.7528,72.66,98,100,3.04
516,Yeppoon,AU,2021-11-07 01:14:29,-23.1333,150.7333,82.18,63,98,15.32
517,Falam,MM,2021-11-07 01:14:29,22.9167,93.6833,56.88,93,83,0.07
518,Baghmara,IN,2021-11-07 01:14:30,23.795,86.2085,64.65,65,1,4.23
519,Verkhniy Landekh,RU,2021-11-07 01:14:30,56.8389,42.5994,42.26,84,100,11.52
520,Khasan,RU,2021-11-07 01:14:31,42.4308,130.6434,44.64,64,100,8.46
521,Vilhena,BR,2021-11-07 01:14:31,-12.7406,-60.1458,68.13,99,100,1.54
522,Elizabeth City,US,2021-11-07 01:14:31,36.2946,-76.2511,60.98,80,90,23.02
523,Iquique,CL,2021-11-07 01:12:08,-20.2208,-70.1431,62.64,80,56,1.92
524,Belz,FR,2021-11-07 01:14:32,47.6751,-3.168,56.08,90,87,1.99
525,Kruisfontein,ZA,2021-11-07 01:14:32,-34.0033,24.7314,58.89,78,100,4.47
526,Xuanzhou,CN,2021-11-07 01:14:33,30.9525,118.7553,66.27,86,97,5.3
527,Nizhniy Ufaley,RU,2021-11-07 01:14:33,55.9153,59.9842,32.27,62,100,17.85
528,Dunedin,NZ,2021-11-07 01:14:34,-45.8742,170.5036,62.58,67,97,8.66
529,Kuryk,KZ,2021-11-07 01:14:35,43.2,51.65,38.34,35,0,13.38
530,Wanaka,NZ,2021-11-07 01:12:59,-44.7,169.15,75.11,27,83,3.0
531,Tombouctou,ML,2021-11-07 01:14:35,20.0,-3.0,79.77,20,19,10.02
532,Cedar Falls,US,2021-11-07 01:14:36,42.5278,-92.4455,54.99,72,1,1.99
533,Vagay,RU,2021-11-07 01:14:36,57.9375,69.0217,35.37,77,100,13.15
534,Jaromerice Nad Rokytnou,CZ,2021-11-07 01:14:37,49.0941,15.8933,39.42,87,0,1.14
535,Newport,GB,2021-11-07 01:14:37,51.5877,-2.9984,52.86,85,91,17.29
536,Bilibino,RU,2021-11-07 01:14:38,68.0546,166.4372,10.33,95,100,3.02
537,Henties Bay,NA,2021-11-07 01:14:38,-22.116,14.2845,57.18,92,14,7.25
538,Indi,IN,2021-11-07 01:14:39,17.1667,75.9667,69.17,65,58,6.78
539,Broome,US,2021-11-07 01:14:39,42.2506,-75.833,39.58,67,0,1.99
540,Kaeo,NZ,2021-11-07 01:14:40,-35.1,173.7833,68.45,65,48,7.49
541,Batticaloa,LK,2021-11-07 01:14:40,7.7102,81.6924,78.49,84,100,4.0
542,Lokoja,NG,2021-11-07 01:14:40,7.8024,6.743,77.59,81,100,3.76
543,Brigantine,US,2021-11-07 01:15:41,39.4101,-74.3646,52.02,71,74,10.47
544,Burgeo,CA,2021-11-07 01:15:41,47.6167,-57.6152,44.56,74,100,21.07
545,Santa Cruz Cabralia,BR,2021-11-07 01:15:42,-16.2781,-39.0247,77.23,78,20,4.61
